Ceiling type,Deck construction,Attic ventilation,Attic fan,Radiant barrier,Roofing material,Roof color,Insulation,R-value,Extended Construction Numbers,Look-Up Construction Number,Notes,Total Price
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,White,,R-21,16FR-21 mw,16F-21,,5989.807678787625
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,White,,R-25,16FR-25 mw,16F-25,,6076.224112500091
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,White,,R-28,16FR-28 mw,16F-28,,6421.818049995474
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,White,,R-30,16FR-30 mw,16F-30,,7269.608742943636
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,White,,R-38,16FR-38 mw,16F-38,,5636.533754823848
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,White,,R-44,16FR-44 mw,16F-44,,6163.849868024967
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,White,,R-50,16FR-50 mw,16F-50,,7565.327701072543
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Metal,White,,R-56,16FR-56 mw,16F-56,,6944.477693476813
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Dark,,None,16CR-0 xd,16C-0,"No CR defined in textbook, substituting C",5900.671821998314
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Dark,,R-7,16CR-7 xd,16C-7,,5417.110768183788
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Dark,,R-11,16CR-11 xd,16C-11,,4718.33113678571
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Dark,,R-13,16CR-13 xd,16C-13,,7340.0053896889
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Dark,,R-15,16CR-15 xd,16C-15,,7812.138466769965
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Dark,,R-19,16CR-19 xd,16C-19,,6424.662234276494
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Dark,,R-21,16CR-21 xd,16C-21,,7456.917587455129
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Dark,,R-25,16CR-25 xd,16C-25,,7372.006286059492
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Dark,,R-28,16CR-28 xd,16C-28,,6198.998384227258
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Dark,,R-30,16CR-30 xd,16C-30,,5696.419071210634
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Dark,,R-38,16CR-38 xd,16C-38,,8150.41321424955
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Dark,,R-44,16CR-44 xd,16C-44,,7027.410563462431
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Dark,,R-50,16CR-50 xd,16C-50,,5248.895681270475
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Dark,,R-56,16CR-56 xd,16C-56,,5808.782462904217
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Light,,None,16DR-0 xl,16D-0,"No DR defined in textbook, substituting D",6365.6818777661465
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Light,,R-7,16DR-7 xl,16D-7,,6080.154828095949
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Light,,R-11,16DR-11 xl,16D-11,,7810.955206384996
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Light,,R-13,16DR-13 xl,16D-13,,4552.506960126877
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Light,,R-15,16DR-15 xl,16D-15,,6692.852260412495
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Light,,R-19,16DR-19 xl,16D-19,,5788.518867604029
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Light,,R-21,16DR-21 xl,16D-21,,7962.29697378742
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Light,,R-25,16DR-25 xl,16D-25,,6687.9539160965805
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Light,,R-28,16DR-28 xl,16D-28,,7238.078004459211
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Light,,R-30,16DR-30 xl,16D-30,,7143.327448805694
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Light,,R-38,16DR-38 xl,16D-38,,6278.179187479704
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Light,,R-44,16DR-44 xl,16D-44,,7605.950974847886
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Light,,R-50,16DR-50 xl,16D-50,,6537.767257705354
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tar and gravel,Light,,R-56,16DR-56 xl,16D-56,,5194.10895140189
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Dark,,None,16ER-0 td,1.60E+01,"No ER defined in textbook, substituting E",6260.558548607543
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Dark,,R-7,16ER-7 td,1.60E-06,,8695.866982295538
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Dark,,R-11,16ER-11 td,1.60E-10,,7097.1274996586135
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Dark,,R-13,16ER-13 td,1.60E-12,,8053.286161428183
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Dark,,R-15,16ER-15 td,1.60E-14,,5910.68586661213
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Dark,,R-19,16ER-19 td,1.60E-18,,8645.088729136021
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Dark,,R-21,16ER-21 td,1.60E-20,,5253.6957798574385
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Dark,,R-25,16ER-25 td,1.60E-24,,8097.303756104521
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Dark,,R-28,16ER-28 td,1.60E-27,,7418.563184910989
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Dark,,R-30,16ER-30 td,1.60E-29,,8679.904672197255
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Dark,,R-38,16ER-38 td,1.60E-37,,7158.794465126392
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Dark,,R-44,16ER-44 td,1.60E-43,,6363.771033067418
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Dark,,R-50,16ER-50 td,1.60E-49,,6557.471256288419
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Dark,,R-56,16ER-56 td,1.60E-55,,8027.7405852966285
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Light,,None,16FR-0 tl,16F-0,"No FR defined in textbook, substituting F",6822.671000863214
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Light,,R-7,16FR-7 tl,16F-7,,6722.577022364306
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Light,,R-11,16FR-11 tl,16F-11,,7637.459479239371
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Light,,R-13,16FR-13 tl,16F-13,,8770.936513660254
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Light,,R-15,16FR-15 tl,16F-15,,6472.219697060533
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Light,,R-19,16FR-19 tl,16F-19,,6350.727157749452
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Light,,R-21,16FR-21 tl,16F-21,,5853.262465000293
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Light,,R-25,16FR-25 tl,16F-25,,8033.991169873887
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Light,,R-28,16FR-28 tl,16F-28,,6465.634331646614
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Light,,R-30,16FR-30 tl,16F-30,,6940.910644125222
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Light,,R-38,16FR-38 tl,16F-38,,6690.650898800735
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Light,,R-44,16FR-44 tl,16F-44,,4966.444343659352
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Light,,R-50,16FR-50 tl,16F-50,,6621.472653300901
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,Light,,R-56,16FR-56 tl,16F-56,,6342.641775742613
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,White,,None,16FR-0 tw,16F-0,"No FR defined in textbook, substituting F",7289.560636910901
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,White,,R-7,16FR-7 tw,16F-7,,7708.3532765415575
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,White,,R-11,16FR-11 tw,16F-11,,8648.148609484415
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,White,,R-13,16FR-13 tw,16F-13,,8982.662155391343
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,White,,R-15,16FR-15 tw,16F-15,,6810.556936317116
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,White,,R-19,16FR-19 tw,16F-19,,5230.873984916531
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,White,,R-21,16FR-21 tw,16F-21,,5747.672310862647
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,White,,R-25,16FR-25 tw,16F-25,,5673.550736198821
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,White,,R-28,16FR-28 tw,16F-28,,7337.223952567303
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,White,,R-30,16FR-30 tw,16F-30,,6584.892452973525
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,White,,R-38,16FR-38 tw,16F-38,,8791.951170612814
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,White,,R-44,16FR-44 tw,16F-44,,6480.603512690362
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,White,,R-50,16FR-50 tw,16F-50,,5231.843653001555
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Tile,White,,R-56,16FR-56 tw,16F-56,,5357.865342487876
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Wood shakes,White,,None,16CR-0 ww,16C-0,"No CR defined in textbook, substituting C",6981.734949403909
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Wood shakes,White,,R-7,16CR-7 ww,16C-7,,7944.806252774627
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Wood shakes,White,,R-11,16CR-11 ww,16C-11,,5454.7593768664265
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Wood shakes,White,,R-13,16CR-13 ww,16C-13,,6024.514248468053
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Wood shakes,White,,R-15,16CR-15 ww,16C-15,,7130.689438557411
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Wood shakes,White,,R-19,16CR-19 ww,16C-19,,5296.349160852376
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Wood shakes,White,,R-21,16CR-21 ww,16C-21,,5628.392035742476
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Wood shakes,White,,R-25,16CR-25 ww,16C-25,,5677.7087481885765
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Wood shakes,White,,R-28,16CR-28 ww,16C-28,,6874.186474285692
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Wood shakes,White,,R-30,16CR-30 ww,16C-30,,7442.187371027674
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Wood shakes,White,,R-38,16CR-38 ww,16C-38,,8502.873169047656
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Wood shakes,White,,R-44,16CR-44 ww,16C-44,,7495.492478029958
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Wood shakes,White,,R-50,16CR-50 ww,16C-50,,7377.155492721628
Ceiling under attic or attic knee wall,,FHA vented,No,Yes,Wood shakes,White,,R-56,16CR-56 ww,16C-56,,6466.208722442438
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Dark,,None,16CF-0 ad,16C-0,"No CF defined in textbook, substituting C",6607.578481722165
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Dark,,R-7,16CF-7 ad,16C-7,,6218.069170332156
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Dark,,R-11,16CF-11 ad,16C-11,,6760.090239411831
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Dark,,R-13,16CF-13 ad,16C-13,,4842.075346050694
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Dark,,R-15,16CF-15 ad,16C-15,,7482.2524203136845
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Dark,,R-19,16CF-19 ad,16C-19,,7119.247417031784
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Dark,,R-21,16CF-21 ad,16C-21,,5566.521553830908
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Dark,,R-25,16CF-25 ad,16C-25,,4957.9866998092975
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Dark,,R-28,16CF-28 ad,16C-28,,5864.342936824544
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Dark,,R-30,16CF-30 ad,16C-30,,6666.232096321084
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Dark,,R-38,16CF-38 ad,16C-38,,5068.09111833515
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Dark,,R-44,16CF-44 ad,16C-44,,6190.763066135396
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Dark,,R-50,16CF-50 ad,16C-50,,4385.821499762697
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Dark,,R-56,16CF-56 ad,16C-56,,7040.970152280039
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Light,,None,16DF-0 al,16D-0,"No DF defined in textbook, substituting C",5473.243830680757
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Light,,R-7,16DF-7 al,16D-7,,5474.212669262008
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Light,,R-11,16DF-11 al,16D-11,,6572.766202121613
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Light,,R-13,16DF-13 al,16D-13,,4215.571520959652
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Light,,R-15,16DF-15 al,16D-15,,4276.100195658567
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Light,,R-19,16DF-19 al,16D-19,,6519.959122289432
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Light,,R-21,16DF-21 al,16D-21,,6216.321319804303
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Light,,R-25,16DF-25 al,16D-25,,5052.282956698186
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Light,,R-28,16DF-28 al,16D-28,,4321.886744160575
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Light,,R-30,16DF-30 al,16D-30,,7825.454249338611
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Light,,R-38,16DF-38 al,16D-38,,6406.6467812495885
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Light,,R-44,16DF-44 al,16D-44,,5769.756538503586
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Light,,R-50,16DF-50 al,16D-50,,7330.557999972012
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Asphalt shingles,Light,,R-56,16DF-56 al,16D-56,,5468.131177078887
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Dark,,None,16CF-0 zd,16C-0,"No CF defined in textbook, substituting C",4148.020463959069
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Dark,,R-7,16CF-7 zd,16C-7,,5635.858198023561
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Dark,,R-11,16CF-11 zd,16C-11,,4597.859427318424
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Dark,,R-13,16CF-13 zd,16C-13,,7285.878779779508
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Dark,,R-15,16CF-15 zd,16C-15,,7190.606699584043
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Dark,,R-19,16CF-19 zd,16C-19,,7370.759572784283
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Dark,,R-21,16CF-21 zd,16C-21,,5061.823686985809
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Dark,,R-25,16CF-25 zd,16C-25,,6930.512349731162
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Dark,,R-28,16CF-28 zd,16C-28,,5704.683220585036
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Dark,,R-30,16CF-30 zd,16C-30,,5425.445932533013
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Dark,,R-38,16CF-38 zd,16C-38,,5098.3438588884355
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Dark,,R-44,16CF-44 zd,16C-44,,7249.407092857508
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Dark,,R-50,16CF-50 zd,16C-50,,7229.323869302144
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Dark,,R-56,16CF-56 zd,16C-56,,6053.499994267521
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Light,,None,16DF-0 zl,16D-0,"No DF defined in textbook, substituting C",5520.537645512637
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Light,,R-7,16DF-7 zl,16D-7,,5640.007940613186
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Light,,R-11,16DF-11 zl,16D-11,,6631.463636673672
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Light,,R-13,16DF-13 zl,16D-13,,5301.295896305681
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Light,,R-15,16DF-15 zl,16D-15,,3828.8083422980426
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Light,,R-19,16DF-19 zl,16D-19,,6162.5785144154215
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Light,,R-21,16DF-21 zl,16D-21,,6498.355537222402
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Light,,R-25,16DF-25 zl,16D-25,,5467.275830255324
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Light,,R-28,16DF-28 zl,16D-28,,5004.719345424312
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Light,,R-30,16DF-30 zl,16D-30,,5560.816208044174
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Light,,R-38,16DF-38 zl,16D-38,,6800.55100836423
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Light,,R-44,16DF-44 zl,16D-44,,7784.769655711013
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Light,,R-50,16DF-50 zl,16D-50,,6136.193633492416
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Membrane,Light,,R-56,16DF-56 zl,16D-56,,4390.389998199402
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Dark,,None,16CF-0 md,16C-0,"No CF defined in textbook, substituting C",5531.314785597267
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Dark,,R-7,16CF-7 md,16C-7,,7004.908305032604
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Dark,,R-11,16CF-11 md,16C-11,,5188.282226428484
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Dark,,R-13,16CF-13 md,16C-13,,6076.172109832442
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Dark,,R-15,16CF-15 md,16C-15,,4217.48323674351
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Dark,,R-19,16CF-19 md,16C-19,,5013.492296296333
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Dark,,R-21,16CF-21 md,16C-21,,5866.978870638954
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Dark,,R-25,16CF-25 md,16C-25,,4014.7757802622154
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Dark,,R-28,16CF-28 md,16C-28,,5119.289953538741
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Dark,,R-30,16CF-30 md,16C-30,,5859.354405226264
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Dark,,R-38,16CF-38 md,16C-38,,4896.991801936618
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Dark,,R-44,16CF-44 md,16C-44,,6462.736464169366
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Dark,,R-50,16CF-50 md,16C-50,,5883.940800757929
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Dark,,R-56,16CF-56 md,16C-56,,4941.233491290173
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Light,,None,16DF-0 ml,16D-0,"No DF defined in textbook, substituting C",7164.987400170429
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Light,,R-7,16DF-7 ml,16D-7,,6995.365485251783
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Light,,R-11,16DF-11 ml,16D-11,,5541.283965460431
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Light,,R-13,16DF-13 ml,16D-13,,4899.727946919355
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Light,,R-15,16DF-15 ml,16D-15,,6962.83121196035
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Light,,R-19,16DF-19 ml,16D-19,,7140.5784768555095
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Light,,R-21,16DF-21 ml,16D-21,,6416.018707695981
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Light,,R-25,16DF-25 ml,16D-25,,6254.806767523658
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Light,,R-28,16DF-28 ml,16D-28,,7316.620040190311
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Light,,R-30,16DF-30 ml,16D-30,,7321.461391599043
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Light,,R-38,16DF-38 ml,16D-38,,4327.366060451197
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Light,,R-44,16DF-44 ml,16D-44,,4457.127894599708
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Light,,R-50,16DF-50 ml,16D-50,,7472.890283403037
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Metal,Light,,R-56,16DF-56 ml,16D-56,,4648.591884803103
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Dark,,None,16CF-0 xd,16C-0,"No CF defined in textbook, substituting C",4196.827469122563
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Dark,,R-7,16CF-7 xd,16C-7,,7109.929530885873
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Dark,,R-11,16CF-11 xd,16C-11,,7207.3165887294645
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Dark,,R-13,16CF-13 xd,16C-13,,6226.049150835725
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Dark,,R-15,16CF-15 xd,16C-15,,4326.0050917472145
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Dark,,R-19,16CF-19 xd,16C-19,,5950.1628166602495
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Dark,,R-21,16CF-21 xd,16C-21,,5220.695347526729
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Dark,,R-25,16CF-25 xd,16C-25,,7751.419393120868
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Dark,,R-28,16CF-28 xd,16C-28,,4473.892375615473
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Dark,,R-30,16CF-30 xd,16C-30,,7509.972208044242
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Dark,,R-38,16CF-38 xd,16C-38,,7797.464764038137
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Dark,,R-44,16CF-44 xd,16C-44,,4579.043116590657
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Dark,,R-50,16CF-50 xd,16C-50,,4830.736370150537
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Dark,,R-56,16CF-56 xd,16C-56,,7406.436224231113
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Light,,None,16DF-0 xl,16D-0,"No DF defined in textbook, substituting C",5163.69674979271
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Light,,R-7,16DF-7 xl,16D-7,,5680.807308785312
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Light,,R-11,16DF-11 xl,16D-11,,6245.237894849872
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Light,,R-13,16DF-13 xl,16D-13,,5135.235561876122
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Light,,R-15,16DF-15 xl,16D-15,,5995.350911643766
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Light,,R-19,16DF-19 xl,16D-19,,4816.142323925353
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Light,,R-21,16DF-21 xl,16D-21,,4436.917821907362
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Light,,R-25,16DF-25 xl,16D-25,,7648.946960605514
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Light,,R-28,16DF-28 xl,16D-28,,8063.089912176966
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Light,,R-30,16DF-30 xl,16D-30,,4644.772580357952
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Light,,R-38,16DF-38 xl,16D-38,,6738.635523148985
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Light,,R-44,16DF-44 xl,16D-44,,7358.845901312132
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Light,,R-50,16DF-50 xl,16D-50,,6578.042900177794
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Tar and gravel,Light,,R-56,16DF-56 xl,16D-56,,5114.423991069947
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Wood shakes,Light,,None,16DF-0 wl,16D-0,"No DF defined in textbook, substituting C",4989.215880107077
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Wood shakes,Light,,R-7,16DF-7 wl,16D-7,,6741.6388315326085
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Wood shakes,Light,,R-11,16DF-11 wl,16D-11,,4691.070638077184
Ceiling under attic or attic knee wall,,FHA vented,Yes,,Wood shakes,Light,,R-13,16DF-13 wl,16D-13,,5352.582584715825
